Sentimen,Teks
1,RT @chairulapane: Jika jd capres Jokowi hrs dicarikan tandingnya yg sepadan. Jgn capres yg 4L. Basiiii n pasti pecundang.
-1,"Bang @ernestprakasa stand up lo di ILLUCINATI kereen, tapi yang paling keren itu yg masalah LAPINDO, ngena banget sama capres ARB. Gua suka"
1,"RT @LanovaDiana: Namun apa yang dikokohkan beberapa bulan terakhir ini terjawab sudah bahwa hanya 27,5 % warga DKI menginkan Jokowi jadi ca"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,@PilkadaUpdate @hnurwahid @KPKwatch_RI ternyata partai pendukung capres jokowi ....
-1,Anies baswedan mbaakk.. RT @nissazein: Bursa kandidat calon presiden. Jokowi ?
1,Dahsyat!!@meriana0509:@despar54: J Kalla:Dukungan rakyat kpd Capres Jokowi BAGAI Tsunami  @soenarto_bre @APjanic_15 @rini_atmowiyoto
1,"RT @agakarebaa: calon presiden, Aburizal Bakri, kasi laptop enam siswa di bulukumba"
1,"RT @alisyarief: Ayo, Jokowi mundur dr Gubernur, silahkan maju jadi Capres. Dahlan Iskan Mundur dr Menteri, silahkan lanjutkan konvensi Capr"
1,"Survey capres,,,, Prabowo-Risma atau Jokowi-Puan,, atau Jokowi-SendalJepit,, (dulu ada yg kepedean ngmg bgtu soalnya) (--,)>"
-1,RT @OkezoneBandung: #Bandung JK Masih Bimbang Ikut Konvensi Capres Demokrat - Mantan Wakil Presiden Jusuf Kalla (JK) mengaku sempat di... h
1,"RT @Qatrunnada123: Semangat perjuangan, Merdeka ""@KodratArief: Slm Perjuangan Pro Jokowi RI 1 ""@despar54: Forum Vihara &Petani Wonogiri duk..."
-1,"Gak sirik, tp aneh,pigur Capres Wiranto-HT ngurusi non kebangsaan ""@syakilaayana: @maman991 @wiranto1947 ente sirik pasti sama pak wiranto."""
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
-1,Iklan djarum versi ibu lebih mengena dibanding iklan capres arb
-1,"Iklan capres #ARB terlalu lebay, tak sesuai dengan fakta di lapangan"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,@alfiLG @aburizalbakrie saya selaku pendukung abadi paman ARB turut berdukung cita dalam pemilihan presiden ARB for better future
1,Sutiyoso: Jusuf Kalla Calon Presiden Pemberani: Sutiyoso memuji mantan Wakil Presiden Jusuf Kalla (JK) yang dinilainya pemberani mesk...
1,"@Alex_Junaidi lebih pas lagi puan/cawapres dengan risma/capres, prabowo capres/mega cawapres"
1,Pembentangan bendera RI terbesar with Capres Dahlan Iskan
1,"RT @yaqin007: calon kuat presiden jokowi ,mahfudz md, dahlan iskan ,jusuf kalla. menurutmu siapa yang pantas??"
1,RT @Politikhangat: Deklarasi capres Wiranto-HT tingkatkan keterpilihan Hanura: Deklarasi pasangan calon presiden (Capres) Partai Hanura...
1,"@andi_chairil @bambangelf kebalik smua, @jokowi_do2 yg hrus jd capres, arb,hr n yg lainnya wapres aja"
1,menurut gw.. pas jokowi jadi presiden... jokowi bakal minta ahok ikut jadi wakil presiden deh hahahaha... mereka bener bener duet maut.
-1,"Don't make some promises that you can't make it ""@PekanbaruCo: Jika Jadi Presiden, Dahlan Janji akan Miskinkan Koruptor Semiskin-miskinnya """
1,"RT @Sahabat_ARB2014: 4. Saat ingin menjadi capres, ARB menerangkan motif yang melatar belakanginya kepada ibunda."
-1,RT @MyName_Mii: Prediksi saya Prabowo capres & Jokowi cawapres. Krna PDIP pasti tdk dgn mudah membiarkan jokowi menjadi capres #FAVORIT @Pa...
-1,tidak akan ada capres yg berhasil menjadi presiden jk kelakuan msh spt itu (read: menghujat org via twitter)
1,"@Prabowo08 presiden, @jokowi_do2 wakil presiden! akn mbwa Indonesia Jaya. Please, think deeply! @Gerindra @PDI_Perjuangan @NasDem @Golkar5"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres..."
1,@Pak_JK Ma'af lahir dan bathin pak JK ...? ayo maju lagi capres JK indonesia butuh orang yang berani seperti Bapak.....?
-1,"Lht iklan tayangan ?? rcti, capres wiranto nyamar jd pedangang asongan. $??? segitunya ??? nyapres...."
-1,"1. Mau survey 1000 % pun,ibu Mega gak akan lepaskan Jokowi jadi Capres. Jokowi jd capres dr partai lain akan dicap pengkhianat oleh PDIP"
1,"Mata Nawja Part 1: AHOK siap jadi PRESIDEN, Dahlan Iskan Vs Mahfud MD (3 Komandan Koboi)"
1,@jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi Ayo dukung Tim Sukses Gratis jokowi for RI-1 2014 RT
1,RT @alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi siapa lg yg mau gabung untuk jadi Tim Sukses Gratis jokowi for RI...
1,"RT @oktariands: Jokowi nyapres 2014 OK, tp klo 2019 Hebat. Klo utk 2014 ini bgsny, Mahfud MD Capres, Dahlan Iskan Cawapres. #Pilpres2014"
-1,"Heh ....... *melongo* ""@viiviividya: @SunilSudil insyaallah akan maju pd 2019 mndatang :) RT nissa : Bursa kndidat calon presiden. Jokowi ?"""
1,"RT @Jimie_7: kalo @aniesbaswedan jadi presiden , @jokowi_do2 gubernurnya Jkt, @ridwankamil walikotanya bdg,sy rasa kita pantas optimis sama..."
1,"""@TuitSolo: #TuitSolo JOKOWI CAPRES : Jokowi Siapkan Pengganti, PDIP Siapkan Kabinet #Solo #Tuit"""
-1,RT @Ibnuyoesuf: Ogaaah emoh drpda jdi RI2 mndng Dki1 aj @Presiden2014com @jokowi_do2 @edhiewibowo_55 Ruhut: Saya ingin Pramono Edhie capres
-1,"RT @Budhiusmp: Capres Prabowo Subianto, makin kelihatan ambisi dan haus untuk segera menduduki RI-1. Bahkan gak merasa mau lg menjadi Cawap..."
1,Cuma Capres JOKOWI yg di Ulas NewYork T & Wasington P! Gita W tdk!!  @eddies_song @boyke_bond @wakadol2012 @LowChann @Banawa2 @tannusantara
1,"""Ikut Konvensi Capres, Dahlan Diundang Langsung SBY Bicara 4 Mata"". Awaaaaas pak Dahlan jadi tumbal Cikeas."
1,"Saat nya indonesia di pimpin oleh presiden yg tegas tp demokrasi,dukung presiden @Prabowo_oke  agar menjadi Presiden mendatang....hidup PSM"
1,"@Gerindra @noeyagungbsband prabowo presiden hatta rajasa wakil presiden, sangat cocok pemimpin yg tegas dan wakil yang cerdas"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta..."
1,"RT @devaribali: Tepatnya, pelantikan Presiden Joko Widodo ""@iwanfals: utk ""Nyanyian Raya"" idealnya pas pelantikan Presiden"""
1,Padahal bagusan Jokowi RT @JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*
1,"RT @oktariands: Jokowi nyapres 2014 OK, tp klo 2019 Hebat. Klo utk 2014 ini bgsny, Mahfud MD Capres, Dahlan Iskan Cawapres. #Pilpres2014"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"RT @smrng8: 2013Komite Konvensi Capres Partai Demokrat menemui Mantan Wakil Presiden Jusuf Kalla di kediamannya, Jalan Brawijaya, Jakarta S "
1,"Dear rekan radiografer Berdoalah berita PDI-P memutuskan pasangan presiden Jokowi   Rieke benar adanya, TBR pasti jadi kenyataan. Percayalah"
1,"Mksdnya jangan cuma wacana terus bosen tauk, deklarasikan gitoh #yakali RT @liputan6dotcom: Soal Capres, Jokowi: Mbosenin!"
-1,"#TuitMedan Wartawan Bule Tanya soal Capres, Jokowi Jawab Enggak ""Mikir"" #Medan #Tuit"
-1,"RT @despar54: Charta Politika: Ical cuma ""underdog"" tak mampu kalahkan capres Prabowo JokoWi @debley11 @andrianus_ba @winprakarsa @masbedjo..."
1,"Mun partai mah tetep golkar mun capres wiranto :D ""@ameebadjingan: asa hayang ka HANURA bred ngahahahaa :p"
-1,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta..."
1,RT @AnasSuyuti: RT @SahabatMahfud13: Yg jls kt akn merugi jk tdk mendukung #mahfud md & #jokowi jd presiden & wak. presiden. @jokowi_do2 @m...
-1,"@Sarah_Pnd Presiden Jokowi + wakilnya nanti tdk korupsi, tapi korupsi oleh anak buah ttp aja menggila & tdk terkendali. Lantas apa bedanya?"
1,Sebagai warga negara yg baik saya akan gunakan hak suara saya kelak untuk mendukung capres JOKOWI dan AHOK. ? :love
-1,"#TuitIndonesia Jadi Calon Presiden, Prabowo Dijegal Koruptor #Indonesia #Tuit"
1,@tlharysantoso @Presiden2014com. : Sepakat Psangan Presiden Prabowo-Jokowi.
-1,"Capres Prabowo Subianto, makin kelihatan ambisi dan haus untuk segera menduduki RI-1. Bahkan gak merasa mau lg menjadi Cawapres. Ada apa ya?"
1,@rieke_diah  @ capres Jokowi suara PDI.P bs 45% lebih Klau Jokowi tdk d capres kn bnyak milih yg Golput. Jokowi jelma'an dri Soekarno...
-1,2. Thn 1999 kita berikhtiar dgn memilih Gus Dur sbg Presiden & Megawati sbg Wapres. Big mistake!
-1,"RT @MasWiin: INES MONICA yah..""@despar54: Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokow @MyBesar @mbahnyakorakora @TohAlmansur ..."
1,"2 calon yg (katanya) kuat jd presiden, jokowi or gita wiryawan? yo jelas milih gita dong .. biar presiden RI gantengggg xixixi"
1,Andai 2014 nanti JK presiden Jokowi wakilnya
-1,"Kasihan rakyat miskin masuk tipinya kalo mau pemilu doang, di peluk2 sama pak capres ARB.... Pede  ????t pak ARB ini..."
1,"Presiden Jokowi wakil bu Risma, Indonesia jadi paling yoo(((:"
1,"Karena itu tak ada lain, pasangan Presiden Jokowi yang PALING MINTILIHIR adalah Abraham Samad"
1,"RT @dewinuramaliaaa: #CAPRES #ARB Cepet2 aja pemilu. Biar saya pilih ARB, sekolah 12th geratis dan apa lagi mencairkan dana GKN 2013 buat 3"
1,"RT @Alifmukri_6: Best couple""@LeniaVanesa: Presiden Jokowi wakil bu Risma, Indonesia jadi paling yoo(((:"""
-1,"@Prabowo08 mohon untuk pak Presiden Prabowo Subiyanto, tolong jangan jadikan kami ""Perangkat Desa"" sebagai tumbal kebijakan pemerintah."
1,"Salut buat jokowi, saat yg lain berkoar2 n berambisi jd presiden, Jokowi tenang2 aja, adem ayem wlw elektabilitasnya jauh diatas capres lain"
1,"Pagi beli ketupat sayur mpoknya muji2 jokowi, siang beli sayur  abangnya mau coblos jokowi, sore beli tahu bandung abangnya capres jokowi*#@"
1,"RT @Politikhangat: Disanjung jadi presiden, Hatta janji anti korupsi: Ketua umum Partai Amanat Nasional (PAN) Hatta Rajasa mendapat "
-1,2013Menteri BUMN Dahlan Iskan menyayangkan mantan Wakil Presiden Jusuf Kalla tak bersedia mengikuti konvensi capres Partai Demokrat. ...
1,@HelmiHelmimoze @despar54 @bang_is @masbedjo @bambangdarto capres Hatta R. cawapresnya Rhoma Irama...weess klop
-1,Gita Wirjawan jng jadi presiden deh. Urus bulutangkis saja. Semakin baik. Kalo presiden wiranto saja. #salah
1,"DPD PDIP se Sumatera, Kalimantan, Celebes, Papua dukung Capres Jokowi! Jawa belon @erwin_sr @Khoiri_yay45 @debley11 @Mbi_Lung @kalamanaya"
1,"kalo PDIP 'deklarasi' capres Jokowi sblm pileg, mungkin akan segera ketahuan mana pendukung asli n mana yg palsu"
-1,"@aldilajelita tanda"" dunia kiamat boikot capres ARB jangan pilih pemimpin yg Amoral."
-1,"Soal Capres, Surya Paloh: Partai NasDem Tahu Diri"
1,"pru syariah Ajak Partai Islam Usung Capres, JK Apresiasi Wacana PKS: Islamedia - PKS mengajak partai politik Islam ...  call 087774390001"
1,@Rakyat dr sbang smpai merauke. Menunggu capres Jokowi d umum kn sblum pileg. Biar suara pileg bs tercpai 20% lebih Harapn Rkyat sma Jokowi
-1,"RT @akbarbern: Anies Presiden, Jokowi Gubernur Jakarta...total havock!! Bernapas dalam tanah deh tuh preman dan koruptor"
1,"RT @AbdiVegatech: Prabowo tidak ngoyo jadi presiden. Prabowo hanya ingin Indonesia merdeka,Indonesia berdikari.#PrabowoPresiden #Gerindra s..."
1,@TrioMacan2000 @toon_sms capres prabowo kemungkinan besar prediksi saya akan berduet dengan jokowi dengan syarat gerindra kursinya capai 20
1,Muda2an ditahun 2014 bangsa kami NKRI smakin diberkati... Jokowi for Presiden !!! #jokowi
1,"@prabowo08 Garindra suara 30% Presiden Prabowo, wakil Jokowi PDI suara 45 % asal PDI Legowo, tanpa hrs kampanye 100% menang"
-1,kampanye terselubung yang dilakukan pasangan calon presiden Wiranto dan Hary Tanoe di RCTI & Global TV di hentikan KPI
-1,wah sekarang menggema capres jokowi. heyy dia masih gubernur jakarta
1,"RT @gunmaris: Hayo dukung trus Capres Jokowi, yg akan dijegal elit politik neolib yg gk menginginkan prubhan."
1,@IndonesiaCapres @fadjroeL @PartaiSocmed rakyat tertarik usung jokowi jadi Capres (jk PDIP ga mau)
1,"JOKOWI CAPRES : Jokowi Siapkan Pengganti, PDIP Siapkan Kabinet #Berita #Kabar"
1,"Jangankan cuma Presiden, Jokowi bisa dianggap Dewa. (Bila mampu mnyelesaikan brbagai masalah di Jkt.) :))"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,@Prabowo08 kapan ketangerang pak presiden Prabowo.bravo Gerindra
1,Hoy sby sebersi jo samua supaya the next presiden prabowo shs sonyanda mobasusah mokuasay 3 dunia.
1,Jokowi (y) '@jtmor: Siapa yg berani macem2 ke Capres Jokowi di twitter harus berhadapan dulu dgn the Duke of Twitterl'
-1,"""ARB ngapain ikutan @PRFMnews: Pelantikan Ridwan Kamil akan dihadiri oleh mantan presiden RI BJ Habibie, mantan wakil presiden Jusuf Kalla"
-1,"Eneggg banget ogut liat iklan #Capres ARB di iklan ngomong'a sok bijak bnr, sebener'a dia punya kaca ga sii di rumahnya *LapindoAjaBlomKelar"
-1,"RT @hazmiSRONDOL: Ada yang lg cari tv yang bisa deteksi iklan capres ARB. Jd pas muncul, langsung otomatis pindah channel. :-)) segitunyaaa"
1,"Menjelang Pemilu 2014, Gubernur DKI Jokowi semakin memberi sinyal bakal maju sebagai capres. Jokowi sudah berani menunjuk jalan mulus..."
-1,"RT @TrioMacan2000: Ada yg waras di PDIP @S05sinawang: Guruh masih berfikir jernih""@rezkykamal7: Guruh Sukarno: Blm Waktunya Presiden, Jokow..."
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,"RT @Budhiusmp: Sedangkan pemain lama u soal Capres, JK dan Wiranto, lbh spt sdg menikmati wisata politik yg mengasyikkan semata, post power..."
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"RT @dahlanis_gresik: Rt @anabafifi: Hsl pencarian Google diantara para tokoh #capres, dahlan iskan tempati angka tertinggi (4.6 jt) @iskan_..."
-1,"Kan dari awal sdh ditebak:konvensi SIA2""@DahlanIskanNote: Pemenang Konvensi Tak Jadi Capres, Dahlan Iskan: Terserah Saja!"
-1,"RT @bayuworo: @liputan6dotcom kl PDIP masih nyalonin megawati jd capres & jokowi mau nyapres di partai lain, bisa jadi PDIP kalah di pemilu "
1,fakta di balik seorang ARB dia baik suka bagi2 daging kepada masyarakat senang dan kenyanG maka pilihlah capres ARB
1,"Kalau partainya mau RT  @dhina_khw Bang @IwanPiliang kira2 bisa ga ya kalo capres Jokowi,trus cawapresnya Bu Risma?2 pemimpin memakai hati."
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,"Nama kbiinet ""TERLALU"" @kalamanaya:  @despar54 @bang_is @masbedjo @bambangdarto capres Hatta R. cawapresnya Rhoma Irama"
1,"RT @arsyad_amran: @MS_9910  yg layak sbg capres @jokowi_do2   kompetiter yg layak bertanding @mohmahfudmd & @Yusrilihza_Mhd, mrk smua InsyA..."
-1,"Bhuahaha RT @kalamanaya: Capres Hatta R. cawapresnya Rhoma Irama...weess klop"" @hbrleo @KalongMbengi @SR_765 @r3tmono @boyke_bond @bang_is"
-1,"Aku mau presiden dr luar jawa bisa ga ya :) RT @ulinyusron: Kalau Jawa Tengah bisa melahirkan capres Jokowi, nah dari Jawa Timur digorenglah"
1,"Hutang negara menumpuk. Tolong bpk jadi presiden @Jokowi_ID: Para sahabat tweet lelah cape saya terbayar baca tweet kalian...terimakasih."""
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,RT @gadisidiot7: Itu si capres wiranto promosi kok ora liat kamera matanya :
-1,@kurawa Males banget punya presiden ARB...-_-
-1,"RT @andikayunani: Golkar udah ""terbeli"" oleh capres ARB, PDIP pun demikian, Hanura, Gerindra, dan Nasdem @beginu"
1,"Blom jadi presiden, Dahlan Iskan di sodok sana-sini oleh pegawai BUMN. Rasa takut berlebihan thd DI ???"
1,RT @gigihpuji: Kolaborasi ideal presiden dan wakil presiden @jokowi_do2 dan @iskan_dahlan
-1,"RT @Indracula__: Dibayar brpa nyawa wkwk ""@kirana_nidianti: iya aku lagi mempromosiakan wkk ""@indracula__: Apa nih kisahnya promosi capres ..."
1,"PDIP, kekinian masih terus menggodok dua nama politikusnya yang hendak diusung menjadi capres: Megawati atau Jokowi. #HabaPemilu"
-1,"tarung makan besar yuk om ""@kurawa: JOKOWI itu Gubernur DKI paling Gak Beres, Gak Pantes dia Jadi Calon Presiden.  JOKOWI itu ANTEK Yahudi"""
1,"Palmerah 2009 :) RT @Alex_Junaidi: Punya presiden Prabowo, siap2 dapet lungsuran hp..."
-1,Stuju  @nikejosephine: Iya dong. Cocoknya jd presiden @jokowi_do2 RT @detikcom: Ahok: Sayang Kalau Pak Jokowi Jadi Cawapres
-1,"Terlalu lebay, aura capres Mahfud MD mulai pudar: Pemilu Presiden (Pilpres) 2014 diprediksi akan muncul tokoh-tokoh  alternatif seper..."
1,"RT @radywae: Buka mata! haha""@Ikmal_MMI: Stupid option. Jokowi bisa apa?""@radywae: Mantabbb""@Lagiapabroo: Presiden JOKOWI, wakilnya Bu RISM"
1,"Soal Capres, Dahlan Ngaku Dipepet Tiga Partai #Berita #Kabar"
-1,"Jelas2 anak UDIN kesah handak jadi anak capres wkwk RT""@abang_ocol: Nyata ay. anak capres ARB lo wkwk @AidielRadianni Merasa ja lah sekaliny"
1,"RT @ReeyAReey: (Y) RT @fadjroeL: Bungkus ""@Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL."
1,"Best couple""@LeniaVanesa: Presiden Jokowi wakil bu Risma, Indonesia jadi paling yoo(((:"""
1,"RT @bunbun482002: @Pemilu_Nasional Nah,klw bisa bisa Capres Jokowi Cawapres Prabowo!Negara kita perlu tentara yg kuat dan disegani utk jaga..."
1,Dukung SAYA di PILPRES 2014 sebagai Cawapres bersama Capres JOKOWI dari PDI Perjuangan. Visi Misi Saya adalah Mencipta Pendidikan yang Baru.
-1,"PKB lucu nih. Rhoma Irama dijadiin capres, JK dan Mahfud MD dijadiin bakal cawapres. :))"
1,"@A_Maroef @JokowiPres @TrioMacan2000 dahlan presiden & jokowi wapres itu pasangan ideal atau prabowo presiden & dahlan wapres, sip deh."
1,via @OkezoneBandung: #Bandung Calon Besan JK Nongol di Antara Para Elite Parpol - Mantan Wakil Presiden Jusuf Kalla (JK) menjadi magnet... h
-1,"Jeblok di Survei, PKS: Karena Kami Belum Ajukan Capres  DAHLAN TOLOL"
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
1,"Wah..jadi inih presiden Jokowi,g ad nama yg fenomenal lagi sih mendekati pemilu"
1,Ramadan Pohan: Capres PD Anis Baswdn akan bikin KO Capres Jokowi @herilatief @YasPyu @doodi_frens @r3tmono @Him_NK  @PROREPUBLIK @JimGunarso
1,"Elga!! RT @Fery2328: Rhoma! RT @Juli_chen888: Ahok Presiden !! Jokowi Presiden ("",) @andi_hpattera @Juli_chen888 @ItsMyDeedee @JollieDessy"""
1,RT @Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL.
-1,"RT @adewiharso: ""@TrioMacan2000:  Guruh masih berfikir jernih""@rezkykamal7: Guruh Sukarno: Blm Waktunya Presiden, Jokowi masih belajar."""""" ..."
1,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...
-1,"Null chance ""@despar54: Kapan Dahlan Capres PD juara? RT @PS_SumutRaya: Landslide :) ""Re: SurveiSSS: Capres Jokowi 45,8%, JK 9%,Dahlan 7,5%"""
-1,"@ulinyusron @sociotalker ahok capres, jokowi terus jadi jd gubernur dki :) bro ulin ada waktu ngupi2 gak? kalo gak sibuk lho.."
-1,"Lhooo, Nur Mahmudi aja..nantai JKW di salahin..@Fahrihamzah ""@tribunnews: Tribun Jakarta Anak Muda Depok Galang Dukungan untuk Capres Jokowi"
1,"RT""@alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi Ayo dukung Tim Sukses Gratis jokowi for RI-1 2014 RT"""
1,"Jika Jadi Presiden, Prabowo Janji Tambah Anggaran KPK"
1,Presiden Jokowi wakilnya Tri Rismaharini. Bakal tentram nih negara..
-1,"Pake metode acak apa nich? Acak-acakan??? @despar54 Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24%  Cc: @CIRUS_SG"
-1,"RT @PROREPUBLIK: Gak sirik, tp aneh,pigur Capres Wiranto-HT ngurusi non kebangsaan ""@syakilaayana: @maman991 @wiranto1947 ente sirik pasti ..."
1,RT @sandyjavie: Coba menghayal Prabowo (Capres) & Jokowi (Cawapres) 2014 #twitiseng
-1,"RT @vicious_punk: @tar_bi Saya bru akn memilih presiden, jk sdh ada calonnya yg mau menghukum mampus koruptor #Selama_ini_belumAda"
1,CAPRES : JokoWi butuh wakil yg loyal dan tdk nakal dan curang di kemudian hari.
-1,bapak capres Wiranto sekalian promo diri - hihihii #MissWorld
1,Saat jd Meneg BUMN Dahlan Iskan bs sedikit ambil bag dlm kep strategis PLN. Saat jd presiden Jokowi bs jg melakukan hal yg sm utk Jakarta
-1,Rakernas PAN Tidak Bahas Pencalonan Presiden Hatta Rajasa
-1,"Menang hj teyek""@yaawirr: setelah di pikir-pikir sepertinya jika jowoki ga nyalonin presiden prabowo bisa menang nih."""
-1,#uhuk RT @lagi_apri: Jokowi tdk pantas jadi presiden. Jokowi bukan untuk presiden. Fuck Jokowi #IndonesiaTanpaJokowi Jokowi bukan untuk RI1
